384.07	 ἐκείνοις;	 ἐκείνοις	 ἐκείνοις	 ἐκεῖνος
385.01	 ἔγωγε.	 ἔγωγε	 ἔγωγε	 ἐγώ
386.16	 αἰτεῖν;	 αἰτεῖν	 αἰτεῖν	 αἰτέω
387.02	 τί;	 τί	 τί	 τίς
388.15	 ἀντιδωρεῖσθαι;	 ἀντιδωρεῖσθαι	 ἀντιδωρεῖσθαι	 ἀντιδωρέομαι
389.14	 δεῖται.	 δεῖται	 δεῖται	 δέομαι
390.04	 Σώκρατες.	 Σώκρατες	 Σώκρατες	 Σωκράτης
391.15	 ἀλλήλων.	 ἀλλήλων	 ἀλλήλων	 ἀλλήλων
392.06	 ὀνομάζειν.	 ὀνομάζειν	 ὀνομάζειν	 ὀνομάζω
393.09	 ὄν.	 ὄν	 ὄν	 εἰμί
394.17	 λαμβάνουσιν;	 λαμβάνουσιν	 λαμβάνουσιν	 λαμβάνω
395.06	 δῆλον·	 δῆλον	 δῆλον	 δῆλος
396.10	 δῶσιν.	 δῶσιν	 δῶσιν	 δίδωμι
397.07	 ὠφελοῦνται;	 ὠφελοῦνται	 ὠφελοῦνται	 ὠφελέω
398.19	 οὐδέν;	 οὐδέν	 οὐδέν	 οὐδείς
399.13	 λαμβάνουσιν;	 λαμβάνουσιν	 λαμβάνουσιν	 λαμβάνω
400.14	 θεοῖς;	 θεοῖς	 θεοῖς	 θεός
401.15	 χάρις;	 χάρις	 χάρις	 χάρις
402.14	 θεοῖς;	 θεοῖς	 θεοῖς	 θεός
403.06	 φίλον.	 φίλον	 φίλον	 φίλος
404.12	 φίλον.	 φίλον	 φίλον	 φίλος
405.02	 γε.	 γε	 γέ	 γε
406.32	 ποιῶν;	 ποιῶν	 ποιῶν	 ποιέω
407.12	 ἥκει;	 ἥκει	 ἥκει	 ἥκω
408.20	 ἀλλήλων·	 ἀλλήλων	 ἀλλήλων	 ἀλλήλων
409.03	 μέμνησαι;	 μέμνησαι	 μέμνησαι	 μιμνήσκω
410.01	 ἔγωγε.	 ἔγωγε	 ἔγωγε	 ἐγώ
411.12	 εἶναι;	 εἶναι	 εἶναι	 εἰμί
412.07	 γίγνεται;	 γίγνεται	 γίγνεται	 γίγνομαι
413.02	 οὔ;	 οὔ	 οὔ	 οὐ
414.02	 γε.	 γε	 γέ	 γε
415.14	 τιθέμεθα.	 τιθέμεθα	 τιθέμεθα	 τίθημι
416.01	 ἔοικεν.	 ἔοικεν	 ἔοικεν	 ἔοικα
417.19	 ἀποδειλιάσω.	 ἀποδειλιάσω	 ἀποδειλιάσω	 ἀποδειλιάω
418.16	 ἀλήθειαν·	 ἀλήθειαν	 ἀλήθειαν	 ἀλήθεια
419.16	 εἴπῃς.	 εἴπῃς	 εἴπῃς	 εἶπον
420.41	 ᾐσχύνθης·	 ᾐσχύνθης	 ᾐσχύνθης	 αἰσχύνω
421.13	 μή.	 μή	 μή	 μή
422.11	 ἡγῇ.	 ἡγῇ	 ἡγῇ	 ἡγέομαι
423.05	 Σώκρατες·	 Σώκρατες	 Σώκρατες	 Σωκράτης
424.08	 ἀπιέναι.	 ἀπιέναι	 ἀπιέναι	 ἄπειμι
425.04	 ἑταῖρε.	 ἑταῖρε	 ἑταῖρε	 ἑταῖρος
426.52	 βιωσοίμην.	 βιωσοίμην	 βιωσοίμην	 βιόω
